-5.199999885714285952e+00 -2.600000968443710647e+00
-5.198282379714968648e+00 -2.599142215544195000e+00
-5.196564873715651345e+00 -2.598283462761212359e+00
-5.193129861717016738e+00 -2.596565956989719481e+00
-5.186259837719747523e+00 -2.593130945554480427e+00
-5.172519789725209094e+00 -2.586260923123966382e+00
-5.145039693736131348e+00 -2.572520878209642703e+00
-5.090079501757976743e+00 -2.545040787373306745e+00
-4.970913209671909527e+00 -2.485457655081009243e+00
-4.859643865899232473e+00 -2.429822994549367898e+00
-4.750557184958895895e+00 -2.375279666143943036e+00
-4.632224595888801311e+00 -2.316113384664409747e+00
-4.521788955132097776e+00 -2.260895577817765734e+00
-4.402107406245635346e+00 -2.201054817786388895e+00
-4.284608520191514280e+00 -2.142305389708086150e+00
-4.175006582450783377e+00 -2.087504435854226514e+00
-4.056158736580294466e+00 -2.028080529285243738e+00
-3.945207839023195717e+00 -1.972605097019523024e+00
-3.836439604298437889e+00 -1.918220996101292375e+00
-3.718425461443921609e+00 -1.859213943644056899e+00
-3.608308266902795491e+00 -1.804155364664938643e+00
-3.488945164231911367e+00 -1.744473834241572430e+00
-3.371764724393368162e+00 -1.685883635898553168e+00
-3.262481232868215564e+00 -1.631241911208807682e+00
-3.143951833213304958e+00 -1.571977235533503103e+00
-3.033319381871784959e+00 -1.516661033772824130e+00
-2.913441022400506064e+00 -1.456721881356289217e+00
-2.795745325761568534e+00 -1.397874061506112486e+00
-2.685946577436021165e+00 -1.342974715692905718e+00
-2.566901920980715790e+00 -1.283452420204840516e+00
-2.455754212838800576e+00 -1.227878598740640426e+00
-2.346789167529226727e+00 -1.173396110373120527e+00
-2.228578214089893983e+00 -1.114290673616236571e+00
-2.118264208963952289e+00 -1.059133711322903126e+00
-1.998704295708251921e+00 -9.993538020421405266e-01
-1.881327045284892474e+00 -9.406652276554968717e-01
-1.771846743174923633e+00 -8.859251284765694567e-01
-1.653120532935196563e+00 -8.265620853913193677e-01
-1.542291271008859876e+00 -7.711475186251922631e-01
-1.433644671914864110e+00 -7.168242891616261048e-01
-1.315752164691110115e+00 -6.578781211553196284e-01
-1.205756605780746504e+00 -6.028804326627706933e-01
-1.086515138740624664e+00 -5.432598129692158828e-01
-9.751706200138933189e-01 -4.875876782368621654e-01
-8.660087641195028940e-01 -4.330068951185880866e-01
-7.476010000953542400e-01 -3.738032048056633694e-01
-6.370901843845959700e-01 -3.185480221615182295e-01
-5.173334605440794709e-01 -2.586699817247035127e-01
-3.997593995359038921e-01 -1.998833985772853206e-01
-2.900822868411187527e-01 -1.450454855040600177e-01
-1.711592660165753843e-01 -8.558528564052787779e-02
-1.694244836335886129e-01 -8.471792331187108505e-02
-1.676897012506018414e-01 -8.385056142942787227e-02
-1.642201364846283262e-01 -8.211583905259726979e-02
-1.572810069526812682e-01 -7.864640020109045504e-02
-1.434027478887871521e-01 -7.170754938350909491e-02
-1.156462297609989198e-01 -5.782999147985741495e-02
-1.139114473780121484e-01 -5.696265244368656222e-02
-1.121766649950253908e-01 -5.609531461242095451e-02
-1.087071002290518618e-01 -5.436064275577234123e-02
-1.017679706971048037e-01 -5.089131576159212217e-02
-8.788971163321068758e-02 -4.395274364201647715e-02
-6.013319350542246228e-02 -3.007613216097778860e-02
-5.843251522919101770e-02 -2.922593072419532936e-02
-5.673183695295958007e-02 -2.837573542969358889e-02
-5.333048040049670480e-02 -2.667536520178746817e-02
-4.652776729557095425e-02 -2.327472311717551298e-02
-3.292234108571945317e-02 -1.647405452266037865e-02
-3.122166280948801553e-02 -1.562406120596777914e-02
-2.952098453325657790e-02 -1.477409730613665761e-02
