# Pressure, Quantity1, [Quantity2]
# column * scaling factor should be SI units
# scaling factors (constant) for each column given on line below
# 5.569262893282327e+10 2.993025100070677e+03 2.479170581715322e-04
0.000000000000000e+00 1.258060847182964e-01 8.137035345986156e-02 
3.591139506832062e-02 1.258060847182964e-01 7.821594423425357e-02 
7.182279013664124e-02 1.258060847182964e-01 7.529630242496591e-02 
1.077341852049619e-01 1.258060847182964e-01 7.258580129937060e-02 
1.436455802732825e-01 1.258060847182964e-01 7.006245305477464e-02 
1.795569753416031e-01 1.258060847182964e-01 6.770728690526547e-02 
2.154683704099237e-01 1.258060847182964e-01 6.550383539432524e-02 
2.513797654782444e-01 1.258060847182964e-01 6.343773327073338e-02 
2.872911605465649e-01 1.258060847182964e-01 6.149639194913167e-02 
3.232025556148856e-01 1.258060847182964e-01 5.966873115930367e-02 
3.591139506832062e-01 1.258060847182964e-01 5.794495725368881e-02 
3.950253457515268e-01 1.258060847182964e-01 5.631637681610426e-02 
4.309367408198475e-01 1.258060847182964e-01 5.477525211887897e-02 
4.668481358881681e-01 1.258060847182964e-01 5.331466818019281e-02 
5.027595309564887e-01 1.258060847182964e-01 5.192842616944270e-02 
5.386709260248093e-01 1.258060847182964e-01 5.061095246193866e-02 
5.745823210931299e-01 1.258060847182964e-01 4.935722151514656e-02 
6.104937161614505e-01 1.258060847182964e-01 4.816268980210495e-02 
6.464051112297712e-01 1.258060847182964e-01 4.702323743220798e-02 
6.823165062980918e-01 1.258060847182964e-01 4.593512225930591e-02 
7.182279013664125e-01 1.258060847182964e-01 4.489493491599952e-02 
7.541392964347330e-01 1.258060847182964e-01 4.389956424129052e-02 
7.900506915030536e-01 1.258060847182964e-01 4.294616361244315e-02 
8.259620865713743e-01 1.258060847182964e-01 4.203212462930112e-02 
8.618734816396949e-01 1.258060847182964e-01 4.115505139105800e-02 
8.977848767080155e-01 1.258060847182964e-01 4.031274017903467e-02 
9.336962717763362e-01 1.258060847182964e-01 3.950315959824795e-02 
9.696076668446567e-01 1.258060847182964e-01 3.872443471718474e-02 
1.005519061912977e+00 1.258060847182964e-01 3.797483161116880e-02 
1.041430456981298e+00 1.258060847182964e-01 3.725274495073592e-02 
1.077341852049619e+00 1.258060847182964e-01 3.655668521506528e-02 
1.113253247117939e+00 1.258060847182964e-01 3.588526912705160e-02 
1.149164642186260e+00 1.258060847182964e-01 3.523721069436723e-02 
1.185076037254581e+00 1.258060847182964e-01 3.461131159482551e-02 
1.220987432322901e+00 1.258060847182964e-01 3.400645495661420e-02 
1.256898827391222e+00 1.258060847182964e-01 3.342159780525485e-02 
1.292810222459542e+00 1.258060847182964e-01 3.285576508758165e-02 
1.328721617527863e+00 1.258060847182964e-01 3.230804473569827e-02 
1.364633012596184e+00 1.258060847182964e-01 3.177758190242722e-02 
1.400544407664504e+00 1.258060847182964e-01 3.126357509169504e-02 
1.436455802732825e+00 1.258060847182964e-01 3.076527183738127e-02 
1.472367197801145e+00 1.258060847182964e-01 3.028196483769961e-02 
1.508278592869466e+00 1.258060847182964e-01 2.981298899829630e-02 
1.544189987937787e+00 1.258060847182964e-01 2.935771791649466e-02 
1.580101383006107e+00 1.258060847182964e-01 2.891556139022930e-02 
1.616012778074428e+00 1.258060847182964e-01 2.848596275829794e-02 
1.651924173142749e+00 1.258060847182964e-01 2.806839623981315e-02 
1.687835568211069e+00 1.258060847182964e-01 2.766236502583943e-02 
1.723746963279390e+00 1.258060847182964e-01 2.726739980225170e-02 
1.759658358347710e+00 1.258060847182964e-01 2.688305613699281e-02 
1.795569753416031e+00 1.258060847182964e-01 2.650891299455920e-02 
1.831481148484352e+00 1.258060847182964e-01 2.614457160259359e-02 
1.867392543552672e+00 1.258060847182964e-01 2.578965369316993e-02 
1.903303938620993e+00 1.258060847182964e-01 2.544380009269460e-02 
1.939215333689313e+00 1.258060847182964e-01 2.510666973727024e-02 
1.975126728757634e+00 1.258060847182964e-01 2.477793863159328e-02 
2.011038123825955e+00 1.258060847182964e-01 2.445729849251576e-02 
2.046949518894275e+00 1.258060847182964e-01 2.414445591903335e-02 
2.082860913962596e+00 1.258060847182964e-01 2.383913170525217e-02 
2.118772309030917e+00 1.258060847182964e-01 2.354105974482975e-02 
2.154683704099237e+00 1.258060847182964e-01 2.324998628713356e-02 
2.190595099167558e+00 1.258060847182964e-01 2.296566937502390e-02 
2.226506494235879e+00 1.258060847182964e-01 2.268787809751250e-02 
2.262417889304199e+00 1.258060847182964e-01 2.241639188187738e-02 
2.298329284372520e+00 1.258060847182964e-01 2.215100001057963e-02 
2.334240679440840e+00 1.258060847182964e-01 2.189150115677778e-02 
2.370152074509161e+00 1.258060847182964e-01 2.163770265943616e-02 
2.406063469577481e+00 1.258060847182964e-01 2.138942011090532e-02 
