9.999999908163265117e-01 -2.537087905475269523e+00
9.998619769413814584e-01 -2.531788304543999057e+00
9.997239630664362942e-01 -2.526501326928106028e+00
9.994479353165459656e-01 -2.515965136495268428e+00
9.988958798167653086e-01 -2.495043045753254862e+00
9.977917688172042165e-01 -2.453793813314601113e+00
9.955835468180819214e-01 -2.373626082754407118e+00
9.911671028198373312e-01 -2.222230823100768138e+00
9.815912400629211998e-01 -1.931434070252566082e+00
9.726499535097596905e-01 -1.700584181794262184e+00
9.638840595056255012e-01 -1.506758975718486715e+00
9.543751907410643609e-01 -1.327344625274793577e+00
9.455008981802577317e-01 -1.184303012682860867e+00
9.358836308590241515e-01 -1.051434739319832445e+00
9.264417560868180024e-01 -9.395377135201785634e-01
9.176344575183663643e-01 -8.487810757895395408e-01
9.080841841894877753e-01 -7.625157386212161326e-01
8.991684870643638083e-01 -6.912964929004318249e-01
8.904281824882671614e-01 -6.285813618260859270e-01
8.809449031517435635e-01 -5.670044370936494493e-01
8.720962000189745877e-01 -5.144980301113388776e-01
8.625045221257785499e-01 -4.619857938987971258e-01
8.530882367816099432e-01 -4.141212727478746358e-01
8.443065276411958475e-01 -3.722655601591333130e-01
8.347818437403548009e-01 -3.295119649078380175e-01
8.258917360432683763e-01 -2.918447151170620590e-01
8.162586535857548897e-01 -2.533002882649328935e-01
8.068009636772688342e-01 -2.176679328363168298e-01
7.979778499725374008e-01 -1.863745520043179060e-01
7.884117615073789054e-01 -1.545792567605341894e-01
7.794802492459750320e-01 -1.269221670106426281e-01
7.707241295335985898e-01 -1.017383966820677166e-01
7.612250350607950855e-01 -7.660378089680010272e-02
7.523605167917462033e-01 -5.520947323095121845e-02
7.427530237622702591e-01 -3.425633436275397903e-02
7.333209232818217460e-01 -1.590563369057170287e-02
7.331834619649983953e-01 -1.565413809409508042e-02
7.330460006481751556e-01 -1.540309484756794203e-02
7.327710780145284541e-01 -1.490236435780142518e-02
7.322212327472350513e-01 -1.390632002133449993e-02
7.311215422126482455e-01 -1.193583841998884128e-02
7.289221611434748560e-01 -8.080825963444209642e-03
7.287846998266515053e-01 -7.843674352052142779e-03
7.286472385098281546e-01 -7.606966767918034444e-03
7.283723158761814531e-01 -7.134882817928542981e-03
7.278224706088880502e-01 -6.196034356889058674e-03
7.267227800743013555e-01 -4.339588180103010756e-03
7.265853187574780048e-01 -4.109524904644841492e-03
7.264478574406547651e-01 -3.879905206702359121e-03
7.261729348070080636e-01 -3.421999014533313142e-03
7.256230895397146607e-01 -2.511552477344857013e-03
7.254856282228913100e-01 -2.285071390798576723e-03
7.253481669060679593e-01 -2.059050526508148481e-03
7.250732442724212579e-01 -1.608421480694922304e-03
7.249357829555979071e-01 -1.383840519382999830e-03
7.247983216387745564e-01 -1.159781580588604023e-03
7.245233990051278550e-01 -7.134773318880682563e-04
7.243743287076728210e-01 -4.728925046340860219e-04
7.242252584102177870e-01 -2.345946627222985856e-04
7.240761881127628641e-01 -1.989263198127889554e-05
7.239271178153078301e-01 -4.106065609171153522e-07
7.237780475178527961e-01 -1.103822958943217248e-07
7.236289772203978732e-01 -5.032704155949170607e-08
7.234799069229428392e-01 -2.870355142045979571e-08
7.233308366254878052e-01 -1.853941265550934197e-08
7.231817663280327713e-01 -1.296272959948850278e-08
7.230326960305777373e-01 -9.575990341900475995e-09
7.228836257331227033e-01 -7.365740413888283453e-09
7.227345554356676693e-01 -5.843660976773755608e-09
7.225854851382126354e-01 -4.750874589852141186e-09
7.224364148407576014e-01 -3.939744179170220275e-09
7.222873445433026784e-01 -3.321069636080037025e-09
7.221382742458476445e-01 -2.838373597070031870e-09
7.219892039483926105e-01 -2.454482962455295334e-09
7.218401336509376875e-01 -2.144118075407246701e-09
7.216910633534826536e-01 -1.889600995939952788e-09
7.215419930560276196e-01 -1.678267886300368686e-09
7.213929227585725856e-01 -1.500853801421146765e-09
7.212438524611175517e-01 -1.350453575868636141e-09
7.210947821636625177e-01 -1.221835377470894126e-09
7.209457118662074837e-01 -1.110976467080596118e-09
7.207966415687524497e-01 -1.014742593999892765e-09
7.206475712712974158e-01 -9.306623868415475915e-10
7.204985009738424928e-01 -8.567658767906713441e-10
7.203494306763874588e-01 -7.914671303265414301e-10
7.202003603789324249e-01 -7.334777371758525646e-10
7.200512900814775019e-01 -6.817422176889424953e-10
7.199022197840224679e-01 -6.353892235513852450e-10
7.197531494865674340e-01 -5.936942669658704325e-10
7.196040791891124000e-01 -5.560509668660655043e-10
7.194550088916573660e-01 -5.219486577791269360e-10
7.193059385942023320e-01 -4.909548012862945197e-10
7.191568682967472981e-01 -4.627010575978198674e-10
7.190077979992922641e-01 -4.368721717199466294e-10
7.188587277018372301e-01 -4.131970422908941056e-10
7.185605871069272732e-01 -3.714024080217144982e-10
7.184115168094722392e-01 -3.529028810942171059e-10
